,convocatoria,region,motivo,resolucion_ret_beca,fec_resolucion_ret_beca,fec_Postulacion,tipoinstitucion,institucioneducativa,institucionsede,carreradescripcion,genero
12065,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,FEMENINO
12066,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,FEMENINO
12067,Beca 18 VRAEM 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12069,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2013-08,2013-03,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12070,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-03,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12071,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2015-03,2013-03,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12073,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12075,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12077,Beca 18 Modalidad Ordinaria 2013,LIMA,1,,2014-02,2013-03,Universidad,ESAN,SEDE SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL,FEMENINO
12079,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12080,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12082,Beca 18 REPARED 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12083,Beca 18 REPARED 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,PSICOLOGIA,FEMENINO
12084,Beca 18 REPARED 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,ARQUITECTURA Y URBANISMO AMBIENTAL,FEMENINO
12085,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,MEDICINA VETERINARIA Y ZOOTECNIA,FEMENINO
12094,Beca 18 VRAEM 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,ARQUITECTURA Y URBANISMO AMBIENTAL,FEMENINO
12097,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,NUTRICION Y DIETETICA,FEMENINO
12102,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,FEMENINO
12103,Beca 18 Reparaciones 2013-01,LIMA,1,RESOLUCION JEFATURAL,2014-03,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,PSICOLOGIA,FEMENINO
12105,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12108,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12109,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2015-02,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12110,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12111,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12113,Beca 18 Huallaga 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,MEDICINA VETERINARIA Y ZOOTECNIA,FEMENINO
12115,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,PSICOLOGIA,FEMENINO
12116,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,ARQUITECTURA Y URBANISMO AMBIENTAL,FEMENINO
12117,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2015-02,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,FEMENINO
12118,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,BIOLOGIA MARINA Y ECONEGOCIOS,FEMENINO
12119,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,NUTRICION Y DIETETICA,FEMENINO
12120,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12121,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE NEGOCIOS AGROFORESTALES,FEMENINO
12122,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,NUTRICION Y DIETETICA,FEMENINO
12123,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,NUTRICION Y DIETETICA,FEMENINO
12124,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2014-09,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12125,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12126,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-01,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,VETERINARIA Y ZOOTECNIA,FEMENINO
12127,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12128,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,VETERINARIA Y ZOOTECNIA,FEMENINO
12129,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12130,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2013-12,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,FEMENINO
12132,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2013-12,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12136,Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE NEGOCIOS AGROFORESTALES,FEMENINO
12137,Beca Especial Reparaciones en EducaciÃ³n 2014-01,LIMA,0,RESOLUCION JEFATURAL,2015-02,2014-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,FEMENINO
12138,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12139,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2015-03,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA ECONOMICA Y DE NEGOCIOS,FEMENINO
12140,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-02,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,VETERINARIA Y ZOOTECNIA,FEMENINO
12141,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE SISTEMAS EMPRESARIALES,FEMENINO
12142,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,FEMENINO
12143,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,FEMENINO
12145,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,FEMENINO
12147,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,BIOLOGIA MARINA Y AGRONEGOCIOS,FEMENINO
12148,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-01,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12149,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,VETERINARIA Y ZOOTECNIA,FEMENINO
12150,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,VETERINARIA Y ZOOTECNIA,FEMENINO
12153,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-11,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12159,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-02,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA DE NEGOCIOS AGROFORESTALES,FEMENINO
12160,Beca 18 CNA 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12161,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-10,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,INGENIERIA Y GESTION AMBIENTAL,FEMENINO
12162,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-01,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,TURISMO SOSTENIBLE Y HOTELERIA,FEMENINO
12164,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-01,2013-03,Universidad,CIENTIFICA DEL SUR,SEDE VILLA EL SALVADOR,VETERINARIA Y ZOOTECNIA,FEMENINO
12165,Beca 18 CNA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12166,Beca 18 CNA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12168,Beca 18 CNA 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12170,Beca 18 CNA 2015,LIMA,0,,,2015-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12174,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12175,Beca 18 Ordinaria 2015,LIMA,0,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12187,Beca 18 Ordinaria 2015,LIMA,1,RESOLUCION JEFATURAL,,2015-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12188,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12189,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12190,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,,,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12191,Beca 18 Modalidad Ordinaria 2014,LIMA,1,RESOLUCION JEFATURAL,,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12193,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12196,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2014-09,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12197,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12198,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,,2014-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12200,Beca 18 Modalidad Ordinaria 2014,LIMA,0,RESOLUCION JEFATURAL,2015-02,2014-01,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12201,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,2015-02,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12203,Beca 18 Modalidad Ordinaria - Comunidades Nativas Amazonicas 2014-01,LIMA,0,RESOLUCION JEFATURAL,2015-03,2014-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12206,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2014-09,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12207,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12209,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2013-12,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12211,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,COMPUTACION E INFORMATICA,FEMENINO
12212,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,,2013-03,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12213,Beca 18 Modalidad Ordinaria 2013,LIMA,0,RESOLUCION JEFATURAL,2015-03,2013-02,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12220,Beca 18 Modalidad Ordinaria 2013,LIMA,1,RESOLUCION JEFATURAL,2014-09,2013-03,Instituto de Educación Superior Tecnológico,TRENTINO JUAN PABLO II DE MANCHAY,SEDE PACHACAMAC,INDUSTRIAS ALIMENTARIAS,FEMENINO
12226,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,0,RESOLUCION JEFATURAL,2013-08,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA DE SISTEMAS DE INFORMACION,FEMENINO
12227,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,1,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12228,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,1,RESOLUCION JEFATURAL,2014-09,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12231,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,0,RESOLUCION JEFATURAL,,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12232,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,0,RESOLUCION JEFATURAL,2015-02,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12233,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,0,RESOLUCION JEFATURAL,2013-08,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12234,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,0,RESOLUCION JEFATURAL,2013-08,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA DE SISTEMAS DE INFORMACION,FEMENINO
12236,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,1,RESOLUCION JEFATURAL,2014-03,2013-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12241,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA DE SISTEMAS DE INFORMACION,FEMENINO
12244,Beca 18 Modalidad Ordinaria 2013,SAN MARTIN,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12245,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12246,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12247,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA DE SISTEMAS DE INFORMACION,FEMENINO
12249,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,2014-11,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA DE SISTEMAS DE INFORMACION,FEMENINO
12250,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,0,RESOLUCION JEFATURAL,2014-11,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12253,Beca 18 Modalidad Ordinaria 2014,SAN MARTIN,1,RESOLUCION JEFATURAL,2015-03,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE TARAPOTO,INGENIERIA CIVIL,FEMENINO
12255,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,ARQUITECTURA,FEMENINO
12256,Beca 18 Ordinaria 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,FEMENINO
12257,Beca 18 Ordinaria 2015,LORETO,1,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,FEMENINO
12260,Beca 18 Modalidad Becas Especiales EIB (traspaso) 2013,LORETO,0,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INTERCULTURAL BILINGUE,FEMENINO
12261,Beca EIB 2014-02,LORETO,0,RESOLUCION JEFATURAL,2015-04,2014-07,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INTERCULTURAL BILINGUE,FEMENINO
12262,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,,2014-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,FEMENINO
12263,Beca 18 FFAA 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-01,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,FEMENINO
12264,Beca 18 EIB 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INICIAL INTERCULTURAL BILINGÃœE,FEMENINO
12265,Beca 18 EIB 2015,LORETO,1,RESOLUCION JEFATURAL,,2015-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION INICIAL INTERCULTURAL BILINGÃœE,FEMENINO
12267,Beca 18 EIB 2015,LORETO,0,RESOLUCION JEFATURAL,,2015-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,EDUCACION PRIMARIA INTERCULTURAL BILINGÃœE,FEMENINO
12268,Beca 18 Modalidad Ordinaria 2014,LORETO,0,RESOLUCION JEFATURAL,2014-10,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA CIVIL,FEMENINO
12269,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,FEMENINO
12271,Beca 18 Modalidad Ordinaria 2014,LORETO,1,RESOLUCION JEFATURAL,2015-04,2014-02,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,INGENIERIA AMBIENTAL,FEMENINO
12272,Beca 18 Modalidad Ordinaria 2013,LORETO,1,RESOLUCION JEFATURAL,,2013-03,Universidad,CIENTIFICA DEL PERU,SEDE IQUITOS,ECOLOGIA,FEMENINO
